Name,Price,CPU,RAM,GPU,Storage,Screen Size,Screen Resolution,Panel,Screen frequency,Weight,URL
Laptop ASUS TUF Gaming A14 FA401KM-RG010WS,42.990.000đ,"AMD Ryzen AI 7 350 2.0GHz (24MB Cache, up to 5.0GHz, 8 lõi, 16 luồng)",32GB,NVIDIA GeForce RTX 5060 8GB GDDR7AMD Radeon Graphics,"1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, tối đa 2TB)",14 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a14-fa401km-rg010ws-ryzen-ai-7.html
Laptop ASUS Vivobook 15 OLED S5507QA-MA090WS,27.490.000đ,"Snapdragon X Elite X1E 78 100 3.4GHz (42MB Cache, up to 3.4GHz, 12 lõi, 12 luồng)",32GB,Qualcomm Adreno GPU Tiến trình chip mới nên có thể không kết nối được với các thiết bị có driver cũ,1TB M.2 NVMe PCIe 4.0 SSD,15.6 inches,2880 x 1620 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-15-oled-s5507qa-ma090ws.html
Laptop ASUS Zenbook 14 UM3406KA-PP590WS,29.490.000đ,"AMD Ryzen AI 7 350 2.0GHz (24MB Cache, up to 5.0GHz, 8 lõi, 16 luồng)",32GB,AMD Radeon Graphics,1TB M.2 NVMe PCIe 4.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-14-um3406ka-pp590ws-ryzen-ai-7.html
Laptop ASUS Gaming V16 V3607VH-RP024W,25.990.000đ,"Intel Core 5 210H 2.2 GHz (12MB Cache, up to 4.8 GHz, 8 lõi, 12 luồng)",16GB,NVIDIA GeForce RTX 5050 8GB GDDR7Intel Graphics,512GB M.2 NVMe PCIe 4.0 SSD,16 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-gaming-v16-v3607vh-rp024w.html
Laptop ASUS Zenbook S 16 UM5606KA-RK127WS,39.990.000đ,"AMD Ryzen AI 7 350 2.0GHz (24MB Cache, up to 5.0GHz, 8 lõi, 16 luồng)",24GB,AMD Radeon Graphics,1TB M.2 NVMe PCIe 4.0 SSD,16 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-s-16-um5606ka-rk127ws-ryzen-ai-7.html
Laptop ASUS Vivobook S14 OLED S5406SA-PP060WS,24.690.000đ,"Intel Core Ultra 5 226V 16GB 2.1 GHz (8MB Cache, up to 4.5 GHz, 8 lõi, 8 luồng)",16GB,Intel Arc Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-s14-oled-s5406sa-pp060ws.html
Laptop ASUS Vivobook S14 S3407CA-LY096WS,23.990.000đ,"Intel Core Ultra 7 255H 2.0 GHz (24MB Cache, up to 5.1 GHz, 16 lõi, 16 luồng)",16GB,Intel UHD Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-s14-s3407ca-ly096ws.html
Laptop ASUS Zenbook 14 UX3405CA-PZ204WS,34.490.000đ,"Intel Core Ultra 9 285H 2.9 GHz (24MB Cache, up to 5.4 GHz, 16 lõi, 16 luồng)",32GB,Intel Arc Graphics,1TB M.2 NVMe PCIe 4.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-14-ux3405ca-pz204ws.html
Laptop ASUS Vivobook 14 A1407CA-LY008WS,19.490.000đ,"Intel Core Ultra 5 225H 1.7 GHz (18MB Cache, up to 4.9 GHz, 14 lõi, 16 luồng)",16GB,Intel Arc Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-14-a1407ca-ly008ws.html
Laptop ASUS Vivobook S14 M3407KA-SF032WS,24.490.000đ,"AMD Ryzen AI 7 350 2.0GHz (24MB Cache, up to 5.0GHz, 8 lõi, 16 luồng)",32GB,AMD Radeon Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-s14-m3407ka-sf032ws-ryzen-ai-7.html
Laptop ASUS Vivobook S14 OLED S5406SA-PP059WS,30.290.000đ,"Intel Core Ultra 7 258V 32GB 2.2 GHz (12MB Cache, up to 4.8 GHz, 8 lõi, 8 luồng",32GB,Intel Arc Graphics,1TB M.2 NVMe PCIe 4.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-s14-oled-s5406sa-pp059ws.html
Laptop ASUS Vivobook S16 S3607VA-RP056W,18.990.000đ,"Intel Core i7-13620H 2.4 GHz (24MB Cache, up to 4.9 GHz, 10 lõi, 16 luồng)",16GB,Intel UHD Graphics,512GB M.2 NVMe PCIe 4.0 SSD,16 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-s16-s3607va-rp056w.html
Laptop ASUS Zenbook 14 UX3405CA-PZ368WS,29.990.000đ,"Intel Core Ultra 7 255H 2.0 GHz (24MB Cache, up to 5.1 GHz, 16 lõi, 16 luồng)",16GB,Intel Arc Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-14-ux3405ca-pz368ws.html
Laptop ASUS Zenbook DUO UX8406MA-PZ142W,54.990.000đ,"Intel Core Ultra 9 Processor 185H 2.3 GHz (24MB Cache, up to 5.1 GHz, 16 lõi, 22 luồng)",32GB,Intel Arc Graphics,1TB M.2 NVMe PCIe 4.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-duo-ux8406ma-pz142w.html
Laptop ASUS ROG Strix G16 G615JPR-S5107W,48.590.000đ,"Intel Core i7 14650HX 2.2 GHz (30MB Cache, up to 5.2 GHz, 16 lõi, 24 luồng)",32GB,NVIDIA GeForce RTX 5070 8GB GDDR7Intel UHD Graphics,"1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, tối đa 2TB)",16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g16-g615jpr-s5107w.html
Laptop ASUS Vivobook S14 M3407KA-SF034WS,21.990.000đ,AMD Ryzen AI 5 330,16GB,AMD Radeon Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-s14-m3407ka-sf034ws-ryzen-ai-5.html
Laptop ASUS TUF Gaming F16 FX608JPR-RV044W,41.590.000đ,"Intel Core i7 14650HX 2.2 GHz (30MB Cache, up to 5.2 GHz, 16 lõi, 24 luồng)",16GB,NVIDIA GeForce RTX 5070 8GB GDDR7 Intel UHD Graphics,"1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, nâng cấp tối đa 2TB)",16 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f16-fx608jpr-rv044w.html
Laptop ASUS ZenBook S 13 OLED UX5304VA-NQ125W,30.990.000đ,"Intel Core i7-1355U (12MB Cache, 1.7 GHz up to 5.0 GHz, 10 lõi / 12 luồng)",16GB,Intel Iris Xe Graphics,512GB M.2 NVMe PCIe 4.0 SSD,13.3 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-s-13-oled-ux5304va-nq125w.html
Laptop ASUS Vivobook S16 S3607CA-SH083WS,24.990.000đ,"Intel Core Ultra 7 255H 2.0 GHz (24MB Cache, up to 5.1 GHz, 16 lõi, 16 luồng)",16GB,Intel Arc Graphics,512GB M.2 NVMe PCIe 4.0 SSD,16 inches,1920 x 1200 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-s16-s3607ca-sh083ws.html
Laptop ASUS Vivobook S16 S3607CA-SH082WS,21.990.000đ,"Intel Core Ultra 5 225H 1.7 GHz (18MB Cache, up to 4.9 GHz, 14 lõi, 14 luồng)",16GB,Intel Arc Graphics,512GB M.2 NVMe PCIe 4.0 SSD,16 inches,1920 x 1200 pixels,,,,https://cellphones.com.vn/laptop-asus-vivobook-s16-s3607ca-sh082ws.html
Laptop ASUS Zenbook S 16 UM5606KA-RK113WS,39.990.000đ,"AMD Ryzen AI 7 350 2.0GHz (24MB Cache, up to 5.0GHz, 8 lõi, 16 luồng)",24GB,AMD Radeon Graphics,1TB M.2 NVMe PCIe 4.0 SSD,16 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-s-16-um5606ka-rk113ws-ryzen-ai-7.html
Laptop Asus Vivobook 14X M1403QA-LY024W,14.990.000đ,AMD Ryzen™ 7 5800H,8GB,AMD Radeon™ Vega 7,SSD 512GB M.2 NVMe™ PCIe® 3.0,14 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-14x-m1403qa-ly024w.html
Laptop ASUS Gaming ROG Zephyrus G16 GU603VV-N4022W,42.990.000đ,"Intel Core i7-13620H 2.4 GHz (24M  Cache, up to 4.9 GHz, 10 cores: 6 P-cores and 4 E-cores)",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6,512GB PCIe 4.0 NVMe M.2 SSD (Hỗ trợ nâng cấp tối đa 2TB),16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g16-gu603vv-n4022w.html
Laptop ASUS Vivobook 16 X1605VA-MB1795W,16.190.000đ,"Intel Core i7-13620H 2.4 GHz (24MB Cache, up to 4.9 GHz, 10 lõi, 16 luồng)",16GB,Intel Iris Xe Graphics,512GB M.2 NVMe PCIe 4.0 SSD,16 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-16-x1605va-mb1795w.html
Laptop ASUS VivoBook 15 X1504VA-NJ069W,10.490.000đ,"Intel Core i3-1315U 1.2 GHz (10MB Cache, up to 4.5GHz, 6 nhân / 8 luồng)",8GB,Onboard Intel UHD Graphics,512GB SSD M.2 NVMeCó thể tháo ra để nâng cấp,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15-x1504va-nj069w.html
Laptop ASUS TUF Gaming A15 FA507NV-LP046W,26.290.000đ,"AMD Ryzen 7 7735HS (8 lõi / 16 luồng, 16MB L3 cache, up to 4.7 GHz max boost)",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6  AMD Radeon Navi2 Graphics,512GB PCIe 4.0 NVMe M.2 SSD (2230) (1 khe SSD M.2 trống nâng cấp tối đa đến 2TB),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507nv-lp046w.html
Laptop Asus Vivobook S 14 Flip TN3402QA-LZ027W,20.190.000đ,AMD Ryzen 7 5800H 3.2GHz up to 4.4GHz 16MB,16GB,AMD Radeon™ Graphics,512GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-vivobook-s-14-flip-tn3402qa-lz027w.html
Laptop ASUS ROG Zephyrus G16 GA605WI-QR090WS,77.990.000đ,"AMD Ryzen AI 9 HX 370 2.0GHz (36MB Cache, up to 5.1GHz, 12 lõi, 24 luồng) AMD Ryzen AI up to 81 TOPs",32GB,NVIDIA GeForce RTX 4070 8GB GDDR6 AMD Radeon Graphics,"1TB PCIe 4.0 NVMe M.2 SSD (2 khe cắm M.2 hỗ trợ SATA hoặc NVMe, hỗ trợ nâng cấp tối đa 2TB)",16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g16-ga605wi-qr090ws.html
Laptop ASUS Vivobook 15X OLED M3504YA-L1332W,15.490.000đ,"AMD Ryzen 7-7730U (2.0GHz, 8 lõi / 16 luồng, 16MB cache, up to 4.5 GHz max boost)",16GB,AMD Radeon Graphics,512GB M.2 NVMe PCIe 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-m3504ya-l1332w.html
Laptop ASUS Expertbook B1402CBA-NK1904W,9.490.000đ,"Intel Core i3-1215U 1.2 GHz (10M Cache, up to 4.4 GHz, 6 lõi)",8GB,Intel UHD Graphics,512GB M.2 2280 NVMe PCIe 4.0 SSD,14 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-expertbook-b1402cba-nk1904w.html
Laptop ASUS ROG Zephyrus M16 GU604VI-NM779W,61.990.000đ,"Intel Core i9-13900H (14 lõi / 20 luồng, upto 5.40 GHz, 24 MB)",32GB,NVIDIA GeForce RTX 4070 8GB,1TB M.2 NVMe PCIe 4.0,16 inches,2560x1600 pixel (QHD+),,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-m16-gu604vi-nm779w.html
Laptop ASUS VivoBook 15X OLED S3504VA-L1227WS,21.490.000đ,"Intel Core i7-1360P (2.2 GHz, 18MB Cache, up to 5.0 GHz, 12 lõi / 16 luồng)",16GB,Intel Iris Xe Graphics,512GB M.2 NVMe PCIe 4.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-15x-oled-s3504va-l1227ws.html
Laptop ASUS Vivobook S 15 S5507QA-MA089WS Copilot+ X Elite,27.490.000đ,"Snapdragon X1E 78 100 3.4GHz (42MB Cache, up to 3.4GHz, 12 lõi, 12 luồng) Qualcomm AI Engine lên đến tổng cộng 75 TOP",32GB,Qualcomm Adreno GPUTiến trình chip mới nên có thể không kết nối được với các thiết bị có driver cũ,1TB M.2 NVMe PCIe 4.0 SSD,15.6 inches,,,,,https://cellphones.com.vn/laptop-asus-vivobook-s-15-s5507qa-ma089ws-copilot-x-elite.html
Laptop ASUS Gaming ROG Zephyrus G16 GU603VU-N4019W,37.990.000đ,"Intel Core i7-13620H 2.4 GHz (24M Cache, up to 4.9 GHz, 10 lõi: 6 P-cores and 4 E-cores)",16GB,NVIDIA GeForce RTX 4050 6GB GDDR6,512GB PCIe 4.0 NVMe M.2 SSD (1 thanh M2 trống hỗ trợ nâng cấp lên đến 2TB),16 inches,2560x1600 pixel (QHD+),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g16-gu603vu-n4019w.html
Laptop ASUS TUF Gaming A15 FA507NVR-LP091W,25.990.000đ,"AMD Ryzen 7 7435HS 3.1GHz (20MB Cache, up to 4.5 GHz, 8 lõi, 16 luồng)",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6,512GB PCIe 4.0 NVMe M.2 SSD (Nâng cấp tối đa 2TB),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a15-fa507nvr-lp091w.html
Laptop ASUS Gaming ROG ZEPHYRUS G16 GU605MI-QR116W,77.990.000đ,Intel Core Ultra 9 185H,32GB,NVIDIA GeForce RTX 4070 8GB GDDR6,1TB PCIe® 4.0 NVMe™ M.2 SSD,16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g16-gu605mi-qr116w.html
Laptop ASUS ROG Zephyrus G16 GU605CR-QR137W,77.990.000đ,"Intel Core Ultra 9 285H 2.9 GHz (24MB Cache, up to 5.4 GHz, 16 lõi, 16 luồng)",32GB,"NVIDIA GeForce RTX 5070 Ti 12GB GDDR7 ROG Boost: 1497MHz* ở 115W (Xung nhịp tăng cường 1447MHz+OC 50MHz, Tăng cường động 95W+20W) Intel Arc Graphics","1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, tối đa 2TB)",16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g16-gu605cr-qr137w.html
Laptop ASUS TUF Dash F15 FX517ZC-HN077W,18.950.000đ,Intel Core i5-12450H,8GB,NVIDIA GeForce RTX 3050 4GB GDDR6,512GB M.2 NVMe™ PCIe® 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-dash-f15-fx517zc-hn077w.html
Laptop ASUS ROG Strix G18 G814JU-N6143W,38.990.000đ,"Intel Core i7-13650HX (2.6 GHz 24M  Cache, up to 4.9 GHz, 14 lõi: 6 P-cores and 8 E-cores)",16GB,NVIDIA GeForce RTX 4050 (194 AI TOPs) 6GB GDDR6,1TB PCIe 4.0 NVMe M.2 SSD 2x DDR5 SO-DIMM slots 2x M.2 PCIe,18 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g18-g814ju-n6143w.html
Laptop ASUS ROG Zephyrus G14 GA403WR-QS103WS,77.990.000đ,"AMD Ryzen AI 9 HX 370 2.0GHz (36MB Cache, up to 5.1GHz, 12 lõi, 24 luồng)",32GB,NVIDIA GeForce RTX 5070 Ti 12GB GDDR7 AMD Radeon Graphics,1TB PCIe 4.0 NVMe M.2 SSD (1 Khe cắm M.2 hỗ trợ SATA hoặc NVMe hỗ trợ SSD M.2 2280 G4X4 2TB),14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g14-ga403wr-qs103ws-ryzen-ai-9.html
Laptop ASUS Gaming ROG Zephyrus G14 GA401QC-K2199W,23.990.000đ,AMD Ryzen 7 5800HS,8GB,NVIDIA GeForce RTX 3050,512GB M.2 NVMe™ PCIe® 3.0 SSD,14 inches,2560 x 1440 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-zephyrus-g14-ga401qc-k2199w.html
Laptop ASUS TUF Gaming F15 FX507VI-LP077W,35.490.000đ,"Intel Core i7-13620H 2.4 GHz (24M  Cache, up to 4.9 GHz, 10 lõi: 6 P-cores and 4 E-cores)",32GB,NVIDIA GeForce RTX 4070 (321 AI TOPs) 8GB GDDR6 Intel Iris Xe Graphics,"1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, nâng cấp tối đa 2TB)",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507vi-lp077w.html
Laptop ASUS ROG Strix G16 G615LR-S5238W,54.990.000đ,"Intel Core Ultra 7 255HX 2.4 GHz (30MB Cache, up to 5.2 GHz, 20 lõi, 20 luồng)",32GB,"NVIDIA GeForce RTX 5070 Ti 12GB GDDR7 ROG Boost: 1565MHz* ở 140W (Xung nhịp tăng cường 1515MHz+OC 50MHz, Tăng cường động 115W+25W) Intel UHD Graphics","1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, hỗ trợ tối đa 2TB)",16 inches,2560 x 1600 pixels (2.5K),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g16-g615lr-s5238w.html
Laptop ASUS Zenbook DUO UX8406CA-PZ109WS,55.990.000đ,"Intel Core Ultra 9 285H 2.9 GHz (24MB Cache, up to 5.4 GHz, 16 lõi, 16 luồng)",32GB,Intel Arc Graphics,1TB M.2 NVMe PCIe 4.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-duo-ux8406ca-pz109ws.html
Laptop ASUS Gaming Rog Strix G15 G513IH HN015W,17.890.000đ,AMD Ryzen 7 4800H,8GB,Geforce GTX 1650 4GB,512GB SSD NVMe M.2 PCIe Gen 3 x 4,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gaming-rog-strix-g15-g513ih-hn015w.html
Laptop ASUS ROG Strix G16 G614JVR-N4162W,43.990.000đ,"Intel Core i9 14900HX 2.2 GHz (36MB Cache, up to 5.8 GHz, 24 lõi, 32 luồng)",32GB,"NVIDIA GeForce RTX 4060 8GB GDDR6, ROG Boost: 2420MHz* at 140WIntel UHD Graphics",1TB PCIe 4.0 NVMe M.2 SSD (Nâng cấp tối đa 2TB),16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614jvr-n4162w.html
Laptop ASUS ROG Flow Z13 GZ301VV-MU007W,54.990.000đ,"Intel Core i9-13900H 2.6 GHz (24M  Cache, up to 5.4 GHz, 14 cores: 6 P-cores and 8 E-cores)",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6 Intel Iris Xe Graphics,1TB PCIe 4.0 NVMe M.2 SSD (2230),13.4 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-flow-z13-gz301vv-mu007w.html
Laptop ASUS TUF Gaming A16 Advantage Edition FA617NSR-RL100W,22.490.000đ,"AMD Ryzen 7 7435HS 3.1GHz (20MB Cache, up to 4.5 GHz, 8 lõi, 16 luồng)",16GB,"AMD Radeon RX 7600S 8GB GDDR6, up to 95W(SmartShift)",512GB PCIe 4.0 NVMe M.2 SSD,16 inches,1920 x 1200 pixels (WUXGA),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a16-advantage-edition-fa617nsr-rl100w.html
Laptop ASUS Gaming TUF FX506LHB-HN188W,14.990.000đ,Intel Core i5-10300H,8GB,NVIDIA® GeForce® GTX 1650 4GB,512GB M.2 NVMe PCIe 3.0 SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-gaming-tuf-fx506lhb-hn188w.html
Laptop ASUS TUF Gaming F15 FX507VV-LP157W,28.990.000đ,"Intel Core i7-13620H ( 2.4 GHz - 4.9 GHz, 24MB, 10 nhân / 16 luồng )",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6  Intel UHD Graphics 770,512GB SSD M.2 NVMe/ 2 x M.2 NVMe,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507vv-lp157w.html
Laptop ASUS Rog Strix G15 G513IC-HN729W,18.890.000đ,AMD Ryzen™ 7 4800H,8GB,NVIDIA GeForce RTX 3050AMD Radeon Graphics,512GB SSD,15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g15-g513ic-hn729w.html
Laptop ASUS Gaming FX506LH-HN002T,15.990.000đ,"Intel Core i5-10300H, tốc độ 2.4GHz tối đa 4.5Ghz, 8MB bộ nhớ đệm",8GB,NVIDIA GeForce GTX 1650 4GB GDDR6,"512GB SSD M.2 PCIE G3X2 (Còn trống 1 khe SSD M.2 PCIE và 1 khe 2.5"" SATA)",15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx506lh.html
Laptop ASUS ROG Zephyrus G16 GA605WI-QR156WS,66.990.000đ,"AMD Ryzen AI 9 HX 370 2.0GHz (36MB Cache, up to 5.1GHz, 12 lõi, 24 luồng)",32GB,NVIDIA GeForce RTX 4070 8GB GDDR6 (321 AI TOPs)AMD Radeon Graphics,"1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, nâng cấp tối đa 2TB)",16 inches,2560 x 1600 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-rog-zephyrus-g16-ga605wi-qr156ws-ryzen.html
Laptop ASUS TUF Gaming F15 FX507VU-LP315W,26.490.000đ,"Intel Core i7-13620H 2.4 GHz (24M  Cache, up to 4.9 GHz, 10 cores: 6 P-cores and 4 E-cores)",16GB,NVIDIA GeForce RTX 4050 6GB GDDR6 Intel Iris Xe Graphics,512GB PCIe 4.0 NVMe M.2 SSD (Nâng cấp tối đa 2TB),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507vu-lp315w.html
Laptop ASUS ROG Strix G16 G614JVR-N4231W,42.990.000đ,"Intel Core i9 14900HX 2.2 GHz (36MB Cache, up to 5.8 GHz, 24 lõi, 32 luồng)",32GB,NVIDIA GeForce RTX 4060 8GB GDDR6 (233 AI TOPs) Intel UHD Graphics,"1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, nâng cấp tối đa 2TB)",16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-strix-g16-g614jvr-n4231w.html
Laptop ASUS TUF Gaming A14 FA401WV-RG061WS - Chỉ có tại CellphoneS,44.990.000đ,"AMD Ryzen AI 9 HX 370 2.0GHz (36MB Cache, up to 5.1GHz, 12 cores, 24 Threads)  AMD Ryzen AI up to 81 TOPs",32GB,NVIDIA GeForce RTX 4060 8GB GDDR6 AMD Radeon Graphics,1TB PCIe 4.0 NVMe M.2 SSD (Hỗ trợ nâng cấp tối đa 2TB),14 inches,2560 x 1600 pixels (2K),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-a14-fa401wv-rg061ws.html
Laptop ASUS TUF Gaming F15 FX507VV-LP304W,30.990.000đ,"Intel Core i7-13620H 2.4 GHz (24M  Cache, up to 4.9 GHz, 10 cores: 6 P-cores and 4 E-cores)",32GB,NVIDIA GeForce RTX 4060 8GB GDDR6 Intel Iris Xe Graphics,1TB PCIe 4.0 NVMe M.2 SSD (Nâng cấp tối đa 2TB),15.6 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-tuf-gaming-f15-fx507vv-lp304w.html
Laptop ASUS ROG Flow Z13 GZ302EA-RU080WS,77.990.000đ,"AMD Ryzen AI MAX+ 395 3,0GHz (Bộ nhớ đệm 80MB, lên tới 5,1GHz, 16 nhân, 32 luồng) AMD STRIX HALO-16C/BGA",32GB,AMD Radeon Graphics,1TB PCIe 4.0 NVMe M.2 SSD (2230),13.4 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-flow-z13-gz302ea-ru080ws-ryzen-ai.html
Laptop ASUS Vivobook Slate OLED T3304GA-LQ021WS,12.990.000đ,"Intel® Core™ i3-N300 Processor 0.8 GHz (6MB Cache, up to 3.8 GHz, 8 cores, 8 Threads)",8GB,Intel® UHD Graphics,256GB UFS 2.1,13.3 inches,1920 x 1080 pixels (FullHD),,,,https://cellphones.com.vn/laptop-asus-vivobook-13-slate-oled-t3300.html
Laptop ASUS Zenbook DUO UX8406MA-PZ307W,45.990.000đ,"Intel Core Ultra 7 155H (1.4 GHz, 24MB Cache, up to 4.8 GHz, 16 lõi, 22 luồng)",16GB,Intel Arc Graphics,512GB M.2 NVMe PCIe 4.0 SSD,14 inches,2880 x 1800 pixels,,,,https://cellphones.com.vn/laptop-asus-zenbook-duo-ux8406ma-pz307w.html
Laptop ASUS ROG Flow GV601VV-NF044W,50.990.000đ,"Intel Core i9-13900H 2.6 GHz (24M  Cache, up to 5.4 GHz, 14 cores: 6 P-cores and 8 E-cores)",16GB,NVIDIA GeForce RTX 4060 8GB GDDR6 Intel Iris Xe Graphics,1TB PCIe 4.0 NVMe M.2 SSD (1. 2x Value/Performance PCIe*4x4 SSD 2. 1TB / 2TB),16 inches,2560 x 1600 (WQXGA),,,,https://cellphones.com.vn/laptop-asus-rog-flow-x16-gv601vv-nf044w.html
